transaction_id,date,product_id,customer_id,region_id,units_sold,list_price,discount_pct,final_price,cost,revenue,profit
26571,2024-12-26,30,169,R013,8,14.28,0.29,10.14,8.79,81.12,10.8
26572,2024-10-03,16,33,R013,1,3.2,0.06,3.01,2.13,3.01,0.88
26573,2024-06-03,42,158,R003,13,9.32,0.15,7.92,4.77,102.96,40.95
26574,2024-10-16,8,47,R007,19,9.38,0.07,8.72,6.29,165.68,46.17
26575,2024-07-31,21,37,R001,18,7.75,0.04,7.44,5.48,133.92,35.28
26576,2024-08-26,17,100,R013,12,3.35,0.09,3.05,1.84,36.6,14.52
26577,2024-03-08,30,191,R015,12,14.28,0.02,13.99,8.79,167.88,62.4
26578,2024-07-24,23,190,R014,9,1.94,0.13,1.69,1.53,15.21,1.44
26579,2024-12-02,34,8,R006,9,15.16,0.27,11.07,9.38,99.63,15.21
26580,2024-05-16,8,134,R014,7,9.38,0.14,8.07,6.29,56.49,12.46
26581,2024-11-17,35,157,R011,16,2.26,0.14,1.94,1.21,31.04,11.68
26582,2024-02-24,17,122,R015,16,3.35,0.05,3.18,1.84,50.88,21.44
26583,2024-01-26,38,87,R015,3,19.39,0.2,15.51,15.47,46.53,0.12
26584,2024-02-26,13,95,R004,8,16.48,0.23,12.69,11.64,101.52,8.4
26585,2024-08-23,10,133,R013,10,4.27,0.19,3.46,2.93,34.6,5.3
26586,2024-10-09,4,164,R012,3,5.3,0.15,4.5,2.71,13.5,5.37
26587,2024-05-23,38,134,R014,16,19.39,0.16,16.29,15.47,260.64,13.12
26588,2024-07-09,17,75,R013,6,3.35,0.21,2.65,1.84,15.9,4.86
26589,2024-03-15,14,135,R015,15,7.9,0.17,6.56,6.26,98.4,4.5
26590,2024-06-15,21,76,R006,4,7.75,0.19,6.28,5.48,25.12,3.2
26591,2024-08-26,15,59,R003,20,2.9,0.25,2.17,1.86,43.4,6.2
26592,2024-10-31,33,199,R003,7,16.43,0.07,15.28,9.57,106.96,39.97
26593,2024-11-30,15,21,R005,14,2.9,0.13,2.52,1.86,35.28,9.24
26594,2024-12-17,14,134,R014,11,7.9,0.1,7.11,6.26,78.21,9.35
26595,2024-07-26,39,189,R013,6,15.28,0.12,13.45,11.88,80.7,9.42
26596,2024-12-30,19,140,R011,9,9.36,0.04,8.99,5.52,80.91,31.23
26597,2024-01-19,18,90,R012,6,16.55,0.26,12.25,12.72,73.5,-2.82
26598,2024-01-26,32,164,R012,20,6.3,0.27,4.6,4.76,92.0,-3.2
26599,2024-03-17,33,13,R011,6,16.43,0.11,14.62,9.57,87.72,30.3
26600,2024-06-02,22,198,R008,18,16.29,0.22,12.71,12.97,228.78,-4.68
26601,2024-09-17,24,112,R010,15,13.61,0.29,9.66,9.85,144.9,-2.85
26602,2024-06-21,13,115,R007,1,16.48,0.16,13.84,11.64,13.84,2.2
26603,2024-03-16,38,112,R010,1,19.39,0.14,16.68,15.47,16.68,1.21
26604,2024-07-21,49,187,R003,1,9.33,0.04,8.96,6.59,8.96,2.37
26605,2024-02-26,46,152,R009,8,8.74,0.17,7.25,5.37,58.0,15.04
26606,2024-02-29,33,117,R003,4,16.43,0.09,14.95,9.57,59.8,21.52
26607,2024-06-06,3,3,R005,7,19.65,0.25,14.74,12.76,103.18,13.86
26608,2024-12-05,43,116,R003,9,8.28,0.01,8.2,6.51,73.8,15.21
26609,2024-11-18,4,54,R009,16,5.3,0.09,4.82,2.71,77.12,33.76
26610,2024-12-29,48,97,R009,9,15.4,0.16,12.94,11.45,116.46,13.41
26611,2024-08-31,17,185,R008,11,3.35,0.08,3.08,1.84,33.88,13.64
26612,2024-03-04,48,60,R002,20,15.4,0.1,13.86,11.45,277.2,48.2
26613,2024-07-01,28,142,R009,17,16.39,0.23,12.62,9.54,214.54,52.36
26614,2024-08-01,29,169,R013,7,9.26,0.24,7.04,6.9,49.28,0.98
26615,2024-10-04,29,67,R002,5,9.26,0.04,8.89,6.9,44.45,9.95
26616,2024-05-26,33,19,R014,3,16.43,0.06,15.44,9.57,46.32,17.61
26617,2024-09-09,34,169,R013,6,15.16,0.22,11.82,9.38,70.92,14.64
26618,2024-12-10,5,12,R014,2,11.96,0.09,10.88,9.07,21.76,3.62
26619,2024-01-18,38,102,R004,15,19.39,0.19,15.71,15.47,235.65,3.6
26620,2024-06-03,49,24,R005,20,9.33,0.09,8.49,6.59,169.8,38.0
26621,2024-12-08,24,13,R011,11,13.61,0.12,11.98,9.85,131.78,23.43
26622,2024-06-27,5,191,R015,7,11.96,0.07,11.12,9.07,77.84,14.35
26623,2024-08-02,8,89,R006,11,9.38,0.3,6.57,6.29,72.27,3.08
26624,2024-11-26,30,116,R003,3,14.28,0.11,12.71,8.79,38.13,11.76
26625,2024-01-24,23,177,R001,12,1.94,0.07,1.8,1.53,21.6,3.24
26626,2024-07-01,27,46,R011,3,13.96,0.02,13.68,9.51,41.04,12.51
26627,2024-03-10,25,6,R009,15,10.38,0.03,10.07,7.34,151.05,40.95
26628,2024-03-19,1,132,R008,11,9.34,0.22,7.29,6.16,80.19,12.43
26629,2024-06-14,5,131,R016,20,11.96,0.01,11.84,9.07,236.8,55.4
26630,2024-08-15,41,93,R003,20,14.9,0.1,13.41,10.84,268.2,51.4
26631,2024-04-04,32,171,R001,16,6.3,0.12,5.54,4.76,88.64,12.48
26632,2024-04-21,14,153,R006,17,7.9,0.16,6.64,6.26,112.88,6.46
26633,2024-01-08,4,32,R009,17,5.3,0.01,5.25,2.71,89.25,43.18
26634,2024-09-30,47,50,R005,14,7.98,0.04,7.66,6.25,107.24,19.74
26635,2024-10-01,44,6,R009,7,8.88,0.01,8.79,5.42,61.53,23.59
26636,2024-02-23,12,21,R005,5,19.54,0.08,17.98,10.1,89.9,39.4
26637,2024-07-03,41,168,R015,12,14.9,0.06,14.01,10.84,168.12,38.04
26638,2024-10-31,49,72,R010,7,9.33,0.19,7.56,6.59,52.92,6.79
26639,2024-04-05,28,105,R013,8,16.39,0.15,13.93,9.54,111.44,35.12
26640,2024-03-26,10,66,R015,12,4.27,0.05,4.06,2.93,48.72,13.56
26641,2024-08-25,36,198,R008,16,18.75,0.29,13.31,11.03,212.96,36.48
26642,2024-05-17,31,169,R013,2,12.98,0.25,9.74,10.34,19.48,-1.2
26643,2024-06-25,28,172,R009,12,16.39,0.25,12.29,9.54,147.48,33.0
26644,2024-12-23,26,125,R015,3,18.13,0.13,15.77,9.53,47.31,18.72
26645,2024-01-07,9,11,R001,19,18.15,0.16,15.25,12.03,289.75,61.18
26646,2024-12-27,41,199,R003,17,14.9,0.27,10.88,10.84,184.96,0.68
26647,2024-03-03,35,75,R013,11,2.26,0.26,1.67,1.21,18.37,5.06
26648,2024-05-03,14,176,R012,20,7.9,0.25,5.93,6.26,118.6,-6.6
26649,2024-09-09,11,141,R008,1,7.57,0.05,7.19,4.11,7.19,3.08
26650,2024-04-17,47,113,R008,6,7.98,0.26,5.91,6.25,35.46,-2.04
26651,2024-01-19,8,46,R011,8,9.38,0.21,7.41,6.29,59.28,8.96
26652,2024-02-27,42,12,R014,12,9.32,0.2,7.46,4.77,89.52,32.28
26653,2024-10-01,1,96,R008,11,9.34,0.16,7.85,6.16,86.35,18.59
26654,2024-11-27,27,18,R004,17,13.96,0.25,10.47,9.51,177.99,16.32
26655,2024-09-17,17,100,R013,9,3.35,0.24,2.55,1.84,22.95,6.39
26656,2024-05-17,1,137,R011,18,9.34,0.27,6.82,6.16,122.76,11.88
26657,2024-02-02,8,34,R011,1,9.38,0.17,7.79,6.29,7.79,1.5
26658,2024-04-18,41,75,R013,6,14.9,0.28,10.73,10.84,64.38,-0.66
26659,2024-04-03,31,64,R005,20,12.98,0.03,12.59,10.34,251.8,45.0
26660,2024-09-22,39,50,R005,3,15.28,0.24,11.61,11.88,34.83,-0.81
26661,2024-07-05,49,77,R003,13,9.33,0.23,7.18,6.59,93.34,7.67
26662,2024-01-12,21,92,R002,16,7.75,0.04,7.44,5.48,119.04,31.36
26663,2024-02-05,45,183,R012,13,18.5,0.26,13.69,14.7,177.97,-13.13
26664,2024-07-14,17,181,R011,13,3.35,0.05,3.18,1.84,41.34,17.42
26665,2024-09-30,32,109,R001,19,6.3,0.02,6.17,4.76,117.23,26.79
26666,2024-10-24,28,53,R010,1,16.39,0.28,11.8,9.54,11.8,2.26
26667,2024-07-10,6,119,R007,3,4.79,0.13,4.17,3.09,12.51,3.24
26668,2024-08-06,8,19,R014,5,9.38,0.07,8.72,6.29,43.6,12.15
26669,2024-06-08,32,176,R012,16,6.3,0.03,6.11,4.76,97.76,21.6
26670,2024-10-02,9,48,R010,5,18.15,0.28,13.07,12.03,65.35,5.2
26671,2024-11-23,23,174,R003,19,1.94,0.25,1.46,1.53,27.74,-1.33
26672,2024-05-10,25,174,R003,5,10.38,0.14,8.93,7.34,44.65,7.95
26673,2024-07-24,2,18,R004,2,9.72,0.28,7.0,5.5,14.0,3.0
26674,2024-11-08,45,148,R003,7,18.5,0.07,17.2,14.7,120.4,17.5
26675,2024-02-14,26,117,R003,4,18.13,0.02,17.77,9.53,71.08,32.96
26676,2024-12-23,6,29,R006,14,4.79,0.03,4.65,3.09,65.1,21.84
26677,2024-02-29,25,89,R006,17,10.38,0.23,7.99,7.34,135.83,11.05
26678,2024-08-04,20,194,R010,18,13.18,0.13,11.47,7.9,206.46,64.26
26679,2024-04-02,9,88,R014,9,18.15,0.12,15.97,12.03,143.73,35.46
26680,2024-04-06,16,155,R010,12,3.2,0.16,2.69,2.13,32.28,6.72
26681,2024-05-22,44,54,R009,3,8.88,0.14,7.64,5.42,22.92,6.66
26682,2024-08-05,36,99,R009,4,18.75,0.03,18.19,11.03,72.76,28.64
26683,2024-06-25,18,105,R013,1,16.55,0.21,13.07,12.72,13.07,0.35
26684,2024-05-04,25,64,R005,9,10.38,0.29,7.37,7.34,66.33,0.27
26685,2024-10-31,41,90,R012,19,14.9,0.01,14.75,10.84,280.25,74.29
26686,2024-05-23,18,166,R006,9,16.55,0.14,14.23,12.72,128.07,13.59
26687,2024-10-28,21,18,R004,4,7.75,0.04,7.44,5.48,29.76,7.84
26688,2024-01-26,11,35,R003,13,7.57,0.08,6.96,4.11,90.48,37.05
26689,2024-02-11,2,175,R007,1,9.72,0.06,9.14,5.5,9.14,3.64
26690,2024-03-19,3,48,R010,4,19.65,0.16,16.51,12.76,66.04,15.0
26691,2024-06-04,12,2,R010,1,19.54,0.04,18.76,10.1,18.76,8.66
26692,2024-04-22,24,69,R001,6,13.61,0.05,12.93,9.85,77.58,18.48
26693,2024-01-28,29,57,R006,6,9.26,0.17,7.69,6.9,46.14,4.74
26694,2024-03-25,19,136,R010,14,9.36,0.03,9.08,5.52,127.12,49.84
26695,2024-07-29,17,120,R011,7,3.35,0.06,3.15,1.84,22.05,9.17
26696,2024-01-11,24,15,R005,9,13.61,0.09,12.39,9.85,111.51,22.86
26697,2024-05-09,8,42,R014,17,9.38,0.08,8.63,6.29,146.71,39.78
26698,2024-03-11,41,172,R009,14,14.9,0.11,13.26,10.84,185.64,33.88
26699,2024-07-31,36,71,R006,16,18.75,0.16,15.75,11.03,252.0,75.52
26700,2024-02-23,6,15,R005,8,4.79,0.19,3.88,3.09,31.04,6.32
26701,2024-07-16,7,99,R009,12,16.28,0.07,15.14,10.75,181.68,52.68
26702,2024-10-19,44,106,R013,19,8.88,0.0,8.88,5.42,168.72,65.74
26703,2024-01-29,50,9,R009,5,11.33,0.19,9.18,6.34,45.9,14.2
26704,2024-05-08,6,85,R015,12,4.79,0.0,4.79,3.09,57.48,20.4
26705,2024-11-07,5,19,R014,19,11.96,0.12,10.52,9.07,199.88,27.55
26706,2024-07-05,29,84,R008,18,9.26,0.29,6.57,6.9,118.26,-5.94
26707,2024-02-20,17,190,R014,16,3.35,0.08,3.08,1.84,49.28,19.84
26708,2024-07-06,13,45,R012,11,16.48,0.0,16.48,11.64,181.28,53.24
26709,2024-10-15,21,6,R009,13,7.75,0.1,6.98,5.48,90.74,19.5
26710,2024-11-28,4,135,R015,2,5.3,0.28,3.82,2.71,7.64,2.22
26711,2024-07-17,40,138,R012,14,8.53,0.18,6.99,6.25,97.86,10.36
26712,2024-10-06,47,15,R005,8,7.98,0.23,6.14,6.25,49.12,-0.88
26713,2024-08-18,43,1,R009,5,8.28,0.25,6.21,6.51,31.05,-1.5
26714,2024-02-15,29,107,R005,17,9.26,0.18,7.59,6.9,129.03,11.73
26715,2024-03-01,36,111,R003,8,18.75,0.29,13.31,11.03,106.48,18.24
26716,2024-02-05,33,61,R001,18,16.43,0.25,12.32,9.57,221.76,49.5
26717,2024-05-15,47,140,R011,5,7.98,0.17,6.62,6.25,33.1,1.85
26718,2024-04-02,45,157,R011,15,18.5,0.12,16.28,14.7,244.2,23.7
26719,2024-12-05,31,191,R015,15,12.98,0.3,9.09,10.34,136.35,-18.75
26720,2024-05-31,10,145,R008,8,4.27,0.16,3.59,2.93,28.72,5.28
26721,2024-04-22,14,76,R006,7,7.9,0.16,6.64,6.26,46.48,2.66
26722,2024-01-23,9,183,R012,5,18.15,0.26,13.43,12.03,67.15,7.0
26723,2024-09-27,40,200,R010,19,8.53,0.22,6.65,6.25,126.35,7.6
26724,2024-08-03,50,160,R005,19,11.33,0.21,8.95,6.34,170.05,49.59
26725,2024-03-06,30,65,R004,6,14.28,0.18,11.71,8.79,70.26,17.52
26726,2024-07-08,17,64,R005,19,3.35,0.03,3.25,1.84,61.75,26.79
26727,2024-11-01,26,72,R010,3,18.13,0.3,12.69,9.53,38.07,9.48
26728,2024-09-08,29,23,R002,10,9.26,0.22,7.22,6.9,72.2,3.2
26729,2024-12-05,29,47,R007,16,9.26,0.26,6.85,6.9,109.6,-0.8
26730,2024-04-04,43,185,R008,6,8.28,0.27,6.04,6.51,36.24,-2.82
26731,2024-09-05,22,145,R008,1,16.29,0.07,15.15,12.97,15.15,2.18
26732,2024-04-03,40,196,R006,14,8.53,0.26,6.31,6.25,88.34,0.84
26733,2024-11-10,3,88,R014,9,19.65,0.25,14.74,12.76,132.66,17.82
26734,2024-04-13,44,105,R013,8,8.88,0.27,6.48,5.42,51.84,8.48
26735,2024-11-02,1,156,R016,13,9.34,0.13,8.13,6.16,105.69,25.61
26736,2024-01-10,1,31,R013,4,9.34,0.3,6.54,6.16,26.16,1.52
26737,2024-02-06,5,34,R011,3,11.96,0.3,8.37,9.07,25.11,-2.1
26738,2024-12-04,6,62,R001,16,4.79,0.11,4.26,3.09,68.16,18.72
26739,2024-09-11,38,77,R003,2,19.39,0.25,14.54,15.47,29.08,-1.86
26740,2024-11-15,48,164,R012,13,15.4,0.17,12.78,11.45,166.14,17.29
26741,2024-09-19,40,138,R012,8,8.53,0.11,7.59,6.25,60.72,10.72
26742,2024-02-21,19,3,R005,10,9.36,0.03,9.08,5.52,90.8,35.6
26743,2024-03-03,40,108,R005,11,8.53,0.06,8.02,6.25,88.22,19.47
26744,2024-04-15,32,5,R003,12,6.3,0.2,5.04,4.76,60.48,3.36
26745,2024-03-05,7,106,R013,15,16.28,0.29,11.56,10.75,173.4,12.15
26746,2024-03-27,45,62,R001,1,18.5,0.19,14.99,14.7,14.99,0.29
26747,2024-09-14,24,85,R015,7,13.61,0.07,12.66,9.85,88.62,19.67
26748,2024-03-22,49,96,R008,15,9.33,0.06,8.77,6.59,131.55,32.7
26749,2024-09-06,39,119,R007,17,15.28,0.08,14.06,11.88,239.02,37.06
26750,2024-12-27,11,156,R016,1,7.57,0.0,7.57,4.11,7.57,3.46
26751,2024-11-09,18,173,R016,7,16.55,0.06,15.56,12.72,108.92,19.88
26752,2024-02-20,5,103,R001,9,11.96,0.29,8.49,9.07,76.41,-5.22
26753,2024-05-02,16,189,R013,9,3.2,0.19,2.59,2.13,23.31,4.14
26754,2024-11-26,33,28,R013,14,16.43,0.16,13.8,9.57,193.2,59.22
26755,2024-12-04,7,116,R003,5,16.28,0.02,15.95,10.75,79.75,26.0
26756,2024-04-13,44,139,R001,18,8.88,0.09,8.08,5.42,145.44,47.88
26757,2024-12-04,4,10,R014,17,5.3,0.02,5.19,2.71,88.23,42.16
26758,2024-07-18,46,31,R013,5,8.74,0.25,6.56,5.37,32.8,5.95
26759,2024-11-21,9,132,R008,5,18.15,0.06,17.06,12.03,85.3,25.15
26760,2024-11-21,29,150,R002,12,9.26,0.07,8.61,6.9,103.32,20.52
26761,2024-08-26,21,173,R016,19,7.75,0.12,6.82,5.48,129.58,25.46
26762,2024-04-23,46,144,R005,18,8.74,0.15,7.43,5.37,133.74,37.08
26763,2024-04-14,17,31,R013,16,3.35,0.14,2.88,1.84,46.08,16.64
26764,2024-06-19,35,79,R008,18,2.26,0.06,2.12,1.21,38.16,16.38
26765,2024-10-05,32,116,R003,6,6.3,0.27,4.6,4.76,27.6,-0.96
26766,2024-07-31,15,125,R015,18,2.9,0.03,2.81,1.86,50.58,17.1
26767,2024-12-13,14,63,R016,7,7.9,0.23,6.08,6.26,42.56,-1.26
26768,2024-02-20,37,151,R011,4,7.55,0.26,5.59,4.08,22.36,6.04
26769,2024-06-18,16,9,R009,5,3.2,0.08,2.94,2.13,14.7,4.05
26770,2024-01-12,14,22,R006,19,7.9,0.2,6.32,6.26,120.08,1.14
26771,2024-01-26,12,32,R009,8,19.54,0.17,16.22,10.1,129.76,48.96
26772,2024-08-31,27,21,R005,9,13.96,0.21,11.03,9.51,99.27,13.68
26773,2024-02-03,36,99,R009,12,18.75,0.12,16.5,11.03,198.0,65.64
26774,2024-04-09,41,91,R008,14,14.9,0.24,11.32,10.84,158.48,6.72
26775,2024-01-23,45,59,R003,5,18.5,0.1,16.65,14.7,83.25,9.75
26776,2024-09-13,19,41,R011,14,9.36,0.13,8.14,5.52,113.96,36.68
26777,2024-08-15,38,192,R009,6,19.39,0.26,14.35,15.47,86.1,-6.72
26778,2024-06-20,11,123,R004,10,7.57,0.21,5.98,4.11,59.8,18.7
26779,2024-09-20,25,82,R006,10,10.38,0.29,7.37,7.34,73.7,0.3
26780,2024-03-04,8,81,R007,5,9.38,0.06,8.82,6.29,44.1,12.65
26781,2024-10-05,37,27,R010,6,7.55,0.2,6.04,4.08,36.24,11.76
26782,2024-01-19,44,38,R014,11,8.88,0.23,6.84,5.42,75.24,15.62
26783,2024-05-17,21,45,R012,8,7.75,0.04,7.44,5.48,59.52,15.68
26784,2024-03-21,47,130,R002,3,7.98,0.04,7.66,6.25,22.98,4.23
26785,2024-07-14,22,159,R009,8,16.29,0.12,14.34,12.97,114.72,10.96
26786,2024-03-10,4,141,R008,18,5.3,0.27,3.87,2.71,69.66,20.88
26787,2024-03-16,34,42,R014,5,15.16,0.18,12.43,9.38,62.15,15.25
26788,2024-10-02,33,21,R005,12,16.43,0.23,12.65,9.57,151.8,36.96
26789,2024-06-03,14,16,R007,18,7.9,0.16,6.64,6.26,119.52,6.84
26790,2024-11-25,34,14,R007,18,15.16,0.19,12.28,9.38,221.04,52.2
26791,2024-03-23,27,3,R005,9,13.96,0.15,11.87,9.51,106.83,21.24
26792,2024-01-02,12,150,R002,2,19.54,0.19,15.83,10.1,31.66,11.46
26793,2024-08-06,12,24,R005,14,19.54,0.15,16.61,10.1,232.54,91.14
26794,2024-02-26,21,91,R008,13,7.75,0.23,5.97,5.48,77.61,6.37
26795,2024-02-17,11,160,R005,19,7.57,0.3,5.3,4.11,100.7,22.61
26796,2024-02-22,23,157,R011,3,1.94,0.24,1.47,1.53,4.41,-0.18
26797,2024-04-23,43,54,R009,17,8.28,0.18,6.79,6.51,115.43,4.76
26798,2024-06-06,1,23,R002,12,9.34,0.05,8.87,6.16,106.44,32.52
26799,2024-09-22,34,74,R002,7,15.16,0.17,12.58,9.38,88.06,22.4
26800,2024-07-13,23,148,R003,17,1.94,0.16,1.63,1.53,27.71,1.7
26801,2024-01-06,44,40,R005,16,8.88,0.13,7.73,5.42,123.68,36.96
26802,2024-11-12,10,128,R005,18,4.27,0.13,3.71,2.93,66.78,14.04
26803,2024-03-07,37,70,R002,5,7.55,0.09,6.87,4.08,34.35,13.95
26804,2024-03-06,23,52,R002,18,1.94,0.25,1.46,1.53,26.28,-1.26
26805,2024-08-13,48,71,R006,16,15.4,0.12,13.55,11.45,216.8,33.6
26806,2024-12-16,46,103,R001,3,8.74,0.22,6.82,5.37,20.46,4.35
26807,2024-07-20,43,149,R008,14,8.28,0.28,5.96,6.51,83.44,-7.7
26808,2024-12-23,41,52,R002,2,14.9,0.22,11.62,10.84,23.24,1.56
26809,2024-06-08,22,20,R013,19,16.29,0.02,15.96,12.97,303.24,56.81
26810,2024-01-22,3,177,R001,4,19.65,0.04,18.86,12.76,75.44,24.4
26811,2024-05-20,26,66,R015,13,18.13,0.16,15.23,9.53,197.99,74.1
26812,2024-08-24,13,158,R003,16,16.48,0.18,13.51,11.64,216.16,29.92
26813,2024-08-31,26,145,R008,7,18.13,0.02,17.77,9.53,124.39,57.68
26814,2024-04-02,23,170,R008,7,1.94,0.23,1.49,1.53,10.43,-0.28
26815,2024-12-01,36,33,R013,15,18.75,0.18,15.38,11.03,230.7,65.25
26816,2024-07-29,10,157,R011,6,4.27,0.29,3.03,2.93,18.18,0.6
26817,2024-10-19,7,84,R008,18,16.28,0.2,13.02,10.75,234.36,40.86
26818,2024-07-22,40,61,R001,5,8.53,0.04,8.19,6.25,40.95,9.7
26819,2024-08-09,25,160,R005,19,10.38,0.17,8.62,7.34,163.78,24.32
26820,2024-01-17,5,3,R005,2,11.96,0.18,9.81,9.07,19.62,1.48
26821,2024-01-06,40,56,R013,4,8.53,0.13,7.42,6.25,29.68,4.68
26822,2024-07-24,26,75,R013,10,18.13,0.28,13.05,9.53,130.5,35.2
26823,2024-02-08,14,57,R006,12,7.9,0.02,7.74,6.26,92.88,17.76
26824,2024-06-28,34,49,R002,9,15.16,0.17,12.58,9.38,113.22,28.8
26825,2024-04-30,1,180,R013,10,9.34,0.23,7.19,6.16,71.9,10.3
26826,2024-07-26,44,135,R015,3,8.88,0.03,8.61,5.42,25.83,9.57
26827,2024-07-03,47,138,R012,15,7.98,0.01,7.9,6.25,118.5,24.75
26828,2024-10-27,19,5,R003,3,9.36,0.03,9.08,5.52,27.24,10.68
26829,2024-03-11,46,69,R001,17,8.74,0.26,6.47,5.37,109.99,18.7
26830,2024-03-19,46,42,R014,4,8.74,0.08,8.04,5.37,32.16,10.68
26831,2024-02-25,47,188,R012,11,7.98,0.22,6.22,6.25,68.42,-0.33
26832,2024-04-09,8,121,R001,6,9.38,0.22,7.32,6.29,43.92,6.18
26833,2024-06-17,15,57,R006,2,2.9,0.19,2.35,1.86,4.7,0.98
26834,2024-02-17,30,63,R016,9,14.28,0.25,10.71,8.79,96.39,17.28
26835,2024-06-21,31,168,R015,20,12.98,0.29,9.22,10.34,184.4,-22.4
26836,2024-08-19,13,112,R010,19,16.48,0.14,14.17,11.64,269.23,48.07
26837,2024-04-17,2,131,R016,14,9.72,0.13,8.46,5.5,118.44,41.44
26838,2024-12-17,36,100,R013,13,18.75,0.09,17.06,11.03,221.78,78.39
26839,2024-11-15,33,118,R009,13,16.43,0.14,14.13,9.57,183.69,59.28
26840,2024-12-31,28,198,R008,1,16.39,0.16,13.77,9.54,13.77,4.23
26841,2024-03-22,43,32,R009,14,8.28,0.12,7.29,6.51,102.06,10.92
26842,2024-09-26,5,42,R014,20,11.96,0.12,10.52,9.07,210.4,29.0
26843,2024-06-04,46,149,R008,7,8.74,0.21,6.9,5.37,48.3,10.71
26844,2024-04-27,23,167,R002,13,1.94,0.04,1.86,1.53,24.18,4.29
26845,2024-11-29,44,113,R008,15,8.88,0.12,7.81,5.42,117.15,35.85
26846,2024-10-28,19,72,R010,15,9.36,0.04,8.99,5.52,134.85,52.05
26847,2024-02-29,17,165,R013,20,3.35,0.21,2.65,1.84,53.0,16.2
26848,2024-09-20,40,137,R011,10,8.53,0.25,6.4,6.25,64.0,1.5
26849,2024-03-20,18,40,R005,13,16.55,0.06,15.56,12.72,202.28,36.92
26850,2024-11-16,10,53,R010,6,4.27,0.15,3.63,2.93,21.78,4.2
26851,2024-11-10,29,154,R004,17,9.26,0.1,8.33,6.9,141.61,24.31
26852,2024-01-15,38,106,R013,18,19.39,0.09,17.64,15.47,317.52,39.06
26853,2024-01-11,28,170,R008,2,16.39,0.15,13.93,9.54,27.86,8.78
26854,2024-04-03,49,166,R006,1,9.33,0.23,7.18,6.59,7.18,0.59
26855,2024-01-26,26,9,R009,11,18.13,0.07,16.86,9.53,185.46,80.63
26856,2024-07-17,46,174,R003,19,8.74,0.21,6.9,5.37,131.1,29.07
26857,2024-10-01,2,48,R010,13,9.72,0.0,9.72,5.5,126.36,54.86
26858,2024-02-07,39,93,R003,8,15.28,0.13,13.29,11.88,106.32,11.28
26859,2024-11-14,2,33,R013,5,9.72,0.05,9.23,5.5,46.15,18.65
26860,2024-07-30,14,4,R010,15,7.9,0.18,6.48,6.26,97.2,3.3
26861,2024-09-17,46,193,R016,15,8.74,0.07,8.13,5.37,121.95,41.4
26862,2024-08-01,25,112,R010,13,10.38,0.2,8.3,7.34,107.9,12.48
26863,2024-10-12,20,192,R009,13,13.18,0.1,11.86,7.9,154.18,51.48
26864,2024-05-20,14,194,R010,12,7.9,0.22,6.16,6.26,73.92,-1.2
26865,2024-04-16,37,199,R003,1,7.55,0.21,5.96,4.08,5.96,1.88
26866,2024-12-21,8,74,R002,7,9.38,0.09,8.54,6.29,59.78,15.75
26867,2024-10-16,32,175,R007,14,6.3,0.15,5.36,4.76,75.04,8.4
26868,2024-12-09,8,55,R014,7,9.38,0.19,7.6,6.29,53.2,9.17
26869,2024-04-20,42,78,R016,7,9.32,0.28,6.71,4.77,46.97,13.58
26870,2024-09-04,18,144,R005,3,16.55,0.1,14.9,12.72,44.7,6.54
26871,2024-08-01,22,185,R008,12,16.29,0.27,11.89,12.97,142.68,-12.96
26872,2024-12-08,2,151,R011,16,9.72,0.08,8.94,5.5,143.04,55.04
26873,2024-09-04,15,166,R006,2,2.9,0.12,2.55,1.86,5.1,1.38
26874,2024-07-03,37,102,R004,6,7.55,0.24,5.74,4.08,34.44,9.96
26875,2024-08-03,18,26,R012,18,16.55,0.3,11.58,12.72,208.44,-20.52
26876,2024-11-21,41,120,R011,17,14.9,0.06,14.01,10.84,238.17,53.89
26877,2024-03-09,37,24,R005,15,7.55,0.25,5.66,4.08,84.9,23.7
26878,2024-07-12,19,21,R005,9,9.36,0.01,9.27,5.52,83.43,33.75
26879,2024-01-26,37,99,R009,14,7.55,0.11,6.72,4.08,94.08,36.96
26880,2024-12-24,21,98,R008,8,7.75,0.14,6.66,5.48,53.28,9.44
26881,2024-05-22,11,7,R001,7,7.57,0.22,5.9,4.11,41.3,12.53
26882,2024-09-10,42,168,R015,4,9.32,0.25,6.99,4.77,27.96,8.88
26883,2024-06-21,11,188,R012,18,7.57,0.18,6.21,4.11,111.78,37.8
26884,2024-05-15,13,92,R002,15,16.48,0.29,11.7,11.64,175.5,0.9
26885,2024-05-10,14,121,R001,2,7.9,0.09,7.19,6.26,14.38,1.86
26886,2024-11-27,40,63,R016,9,8.53,0.25,6.4,6.25,57.6,1.35
26887,2024-09-10,39,118,R009,20,15.28,0.26,11.31,11.88,226.2,-11.4
26888,2024-08-17,15,150,R002,11,2.9,0.03,2.81,1.86,30.91,10.45
26889,2024-05-24,40,27,R010,5,8.53,0.06,8.02,6.25,40.1,8.85
26890,2024-11-01,50,126,R002,5,11.33,0.17,9.4,6.34,47.0,15.3
26891,2024-01-02,32,153,R006,9,6.3,0.05,5.98,4.76,53.82,10.98
26892,2024-12-03,1,151,R011,9,9.34,0.02,9.15,6.16,82.35,26.91
26893,2024-06-11,1,82,R006,10,9.34,0.21,7.38,6.16,73.8,12.2
